id,reaction_id,flux,age_group,diet,abs_flux,reaction_name,pathway,text,is_lysine_related,is_biosyn_hint,is_butyrate_hint,pathway_class
Ruminococcus_torques_ATCC_27756_AGORA1_03,PAPPT3,0.020983854847549,21_40,high_fiber,0.020983854847549,"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",Cell wall biosynthesis,"pappt3 | phospho-n-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate) | cell wall biosynthesis",True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,UAAGDS,0.020983854847549,21_40,high_fiber,0.020983854847549,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",Cell wall biosynthesis,"uaagds | udp-n-acetylmuramoyl-l-alanyl-d-glutamyl-meso-2,6-diaminopimelate synthetase | cell wall biosynthesis",True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,26DAPLLAT,0.0,21_40,high_fiber,0.0,"L,L-diaminopimelate aminotransferase",Lysine metabolism,"26dapllat | l,l-diaminopimelate aminotransferase | lysine metabolism",True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,DAPE,0.0,21_40,high_fiber,0.0,diaminopimelate epimerase,Lysine metabolism,dape | diaminopimelate epimerase | lysine metabolism,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,DAPMDH,-0.0,21_40,high_fiber,0.0,Meso-diaminopimelate D-dehydrogenase,Folate metabolism,dapmdh | meso-diaminopimelate d-dehydrogenase | folate metabolism,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,3ABUTCOAL,,21_40,high_fiber,,,,3abutcoal,True,False,True,lysine_to_butyrate_candidate
Ruminococcus_torques_ATCC_27756_AGORA1_03,ACCOALYS2,,21_40,high_fiber,,,,accoalys2,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,BTCOAACCOAT,,21_40,high_fiber,,,,btcoaaccoat,True,False,True,lysine_to_butyrate_candidate
Ruminococcus_torques_ATCC_27756_AGORA1_03,BTCOADH,,21_40,high_fiber,,,,btcoadh,True,False,True,lysine_to_butyrate_candidate
Ruminococcus_torques_ATCC_27756_AGORA1_03,DAPAT,,21_40,high_fiber,,,,dapat,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,DAPDA,,21_40,high_fiber,,,,dapda,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,LYSAM,,21_40,high_fiber,,,,lysam,True,False,True,lysine_to_butyrate_candidate
Ruminococcus_torques_ATCC_27756_AGORA1_03,PBUTT,,21_40,high_fiber,,,,pbutt,True,False,True,lysine_to_butyrate_candidate
Ruminococcus_torques_ATCC_27756_AGORA1_03,SDPDS,,21_40,high_fiber,,,,sdpds,True,True,False,lysine_biosynthesis
Ruminococcus_torques_ATCC_27756_AGORA1_03,SDPTA,,21_40,high_fiber,,,,sdpta,True,True,False,lysine_biosynthesis
Alistipes_shahii_WAL_8301_AGORA1_03,PAPPT3,0.0014038920944042,21_40,western,0.0014038920944042,"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",Cell wall biosynthesis,"pappt3 | phospho-n-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate) | cell wall biosynthesis",True,True,False,lysine_biosynthesis
Alistipes_shahii_WAL_8301_AGORA1_03,UAAGDS,0.0014038920944042,21_40,western,0.0014038920944042,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",Cell wall biosynthesis,"uaagds | udp-n-acetylmuramoyl-l-alanyl-d-glutamyl-meso-2,6-diaminopimelate synthetase | cell wall biosynthesis",True,True,False,lysine_biosynthesis
Alistipes_shahii_WAL_8301_AGORA1_03,26DAPLLAT,0.0,21_40,western,0.0,"L,L-diaminopimelate aminotransferase",Lysine metabolism,"26dapllat | l,l-diaminopimelate aminotransferase | lysine metabolism",True,True,False,lysine_biosynthesis
Alistipes_shahii_WAL_8301_AGORA1_03,ACCOALYS2,-0.0,21_40,western,0.0,Lysine biosynthesis AAA pathway 2/AcetylCoA to Lysine,Lysine metabolism,accoalys2 | lysine biosynthesis aaa pathway 2/acetylcoa to lysine | lysine metabolism,True,True,False,lysine_biosynthesis
Alistipes_shahii_WAL_8301_AGORA1_03,BUTKr,-0.0,21_40,western,0.0,"Butyrate kinase, reversible",Butanoate metabolism,"butkr | butyrate kinase, reversible | butanoate metabolism",True,False,True,lysine_to_butyrate_candidate
