id,reaction_id,reaction_name,pathway
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN61e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN62e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN63e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN64e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN65e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN66e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN67e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN68e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN69e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN6e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN70e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN71e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN72e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN73e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN74e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN75e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN76e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN77e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN78e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN79e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN7e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN80e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN81e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN82e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN83e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN84e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN85e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN86e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN87e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN88e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN89e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN8e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN90e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN91e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN92e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN93e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN94e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN95e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN96e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN97e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN98e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN99e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SIAASE_OGLYCAN9e,"Sialidase, mucin-type O-glycans, extracellular",Mucin O-glycan degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SO4t2,sulfate transport in via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,SPMDAT1,Spermidine acetyltransferase,Arginine and proline metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,SPMDAT2,Spermidine acetyltransferase (N8),Arginine and proline metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,SPMDabc,spermidine transport via ABC system,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,SPODM,Superoxide Dismutase,ROS detoxification
Bacteroides_dorei_DSM_17855_AGORA1_03,STCOATA,stearyl-ACP[acyl-carrier-protein] transferase,Glycerophospholipid metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,STYSGH,a-galactosidase (stachyose),Plant polysaccharide degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,STYSabc,stachyose transport via ABC system (import),"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCBZL,o-succinylbenzoate-CoA ligase,Ubiquinone and other terpenoid-quinone biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCBZS,O-succinylbenzoate-CoA synthase,Ubiquinone and other terpenoid-quinone biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCCt2r,succinate transport via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCD1,succinate dehydrogenase,Citric acid cycle
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCD4,succinate dehyrdogenase,Citric acid cycle
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCDi,succinate dehydrogenase (irreversible),Citric acid cycle
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCDimq,succinate dehydrogenase (irreversible) (menaquinone8),Citric acid cycle
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCOAS,succinyl-CoA synthetase (ADP-forming),Citric acid cycle
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCR,sucrose hydrolyzing enzyme,Plant polysaccharide degradation
Bacteroides_dorei_DSM_17855_AGORA1_03,SUCRt2,sucrose transport in via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,TAGURr,tagaturonate reductase,Pentose and glucuronate interconversions
Bacteroides_dorei_DSM_17855_AGORA1_03,TALA,Transaldolase,Pentose phosphate pathway
Bacteroides_dorei_DSM_17855_AGORA1_03,TCDCHOLBHSe,"Taurochenodeoxycholate hydrolysis by bile salt hydrolase (EC 3.5.1.24, EC 3.5.1.74)",Bile acid metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TCHOLBHSe,Taurocholate hydrolysis by bile salt hydrolase (EC 3.5.1.24),Bile acid metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TDCOATA,tetradecanoyl-ACP[acyl-carrier-protein] transferase,Glycerophospholipid metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TDPDRE,"DTDP-4-Dehydrorhamnose 3, 5-Epimerase",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TDPDRRr,"dTDP-4-dehydrorhamnose reductase, reversible",Lipopolysaccharide biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TDPGDH,"DTDPglucose 4, 6-Dehydratase",Nucleotide sugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TDSK,Tetraacyldisaccharide 4kinase,Lipopolysaccharide biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2S140,Myristoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2S160,Palmitoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2S180,Stearoyl-lipoteichoic acsd synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SAI15,Anteisopentadecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SAI17,Anteisoheptadecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SI14,Isotetradecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SI15,Isopentadecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SI16,Isohexadecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA2SI17,Isoheptadecanoyl-lipoteichoic acid synthesis n=24 linked glucose substituted,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5S140,"myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5S160,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5S180,"stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SAI15,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SAI17,"anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SI14,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SI15,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SI16,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TECA5SI17,"isoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,THIORDXi,hydrogen peroxide reductase (thioredoxin),ROS detoxification
Bacteroides_dorei_DSM_17855_AGORA1_03,THMDt2r,Thymidine Transport in via Proton Symport Reversible,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,THRD,L-threonine dehydrogenase,"Glycine, serine, alanine, and threonine metabolism"
Bacteroides_dorei_DSM_17855_AGORA1_03,THRD_L,L-Threonine Deaminase,"Glycine, serine, alanine, and threonine metabolism"
Bacteroides_dorei_DSM_17855_AGORA1_03,THRPD,threonine-phosphate decarboxylase,Vitamin B12 metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,THRS,Threonine Synthase,"Glycine, serine, alanine, and threonine metabolism"
Bacteroides_dorei_DSM_17855_AGORA1_03,THRt2r,L-threonine reversible transport via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,THZPSN,thiazole phosphate synthesis,Thiamine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TKT1,Transketolase,Pentose phosphate pathway
Bacteroides_dorei_DSM_17855_AGORA1_03,TKT2,Transketolase,Pentose phosphate pathway
Bacteroides_dorei_DSM_17855_AGORA1_03,TMDK1,Thymidine Kinase (ATP:Thymidine),Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,TMDPK,Thiamin Pyrophosphokinase (Ec 2.7.6.2),Thiamine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TMDS,Thymidylate Synthase,Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,TMDSf2,"thymidylate synthase  (Flavin-dependent, NAD)",Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,TMPK,thiamine-phosphate kinase,Thiamine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TMPPP,thiamine-phosphate diphosphorylase,Thiamine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TPI,Triose-Phosphate Isomerase,Glycolysis/gluconeogenesis
Bacteroides_dorei_DSM_17855_AGORA1_03,TRDRr,Thioredoxin reductase (EC 1.8.1.9),Sulfur metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRE6PP,trehalose-phosphatase,Starch and sucrose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRE6PPGT,trehalose 6-phosphate:phosphate b-D-glucosyltransferase,Starch and sucrose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRE6PS,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Starch and sucrose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TREH,"Alpha, Alpha-Trehalase",Starch and sucrose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRPS1,tryptophan synthase (indoleglycerol phosphate),Tryptophan metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRPS2,tryptophan synthase (indole),Tryptophan metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRPS3,tryptophan synthase (indoleglycerol phosphate),Tryptophan metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRPTA,tryptophan transaminase,Tryptophan metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TRSARr,tartronate semialdehyde reductase,Glyoxylate and dicarboxylate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,TTDCAtr,Tetradecanoate (Transport),"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,TYRTA,Tyrosine Transaminase,Tyrosine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,Lipopolysaccharide biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UACMAMAT,"beta-1,4-N-acetylmannosaminyltransferase",Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAG2E,UDP-N-acetylglucosamine 2-epimerase,Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAG2EMA,UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis),Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAG4E,UDP-N-Acetylglucosamine 4-Epimerase,Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAGAAT,UDP-N-acetylglucosamine acyltransferase,Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAGCVT_r,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7),Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAGDP,UDP-N-Acetylglucosamine Diphosphorylase,Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UAGPT2,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UDCPDP,undecaprenyl-diphosphatase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UDCPDPS,Undecaprenyl diphosphate synthase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UDPG4E,UDPglucose 4-Epimerase,Galactose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UDPGALM,UDPgalactopyranose mutase,Aminosugar metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UDPGDr,UDPglucoseNAD+ oxidoreductase,Pentose and glucuronate interconversions
Bacteroides_dorei_DSM_17855_AGORA1_03,UGLT,UDPglucose-Hexose-1-Phosphate Uridylyltransferase,Galactose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UHGADA,UDP-3-O-acetylglucosamine deacetylase,Lipopolysaccharide biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UMPK,UMP Kinase,Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,UPP3MT,uroporphyrinogen methyltransferase,Vitamin B12 metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UPP3S,Uroporphyrinogen-Iii Synthase,Heme synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UPPDC1,Uroporphyrinogen Decarboxylase (Uroporphyrinogen Iii),Heme synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URCN,Urocanase,Histidine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,UREAt,Urea Transport via Facilitate Diffusion,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,URFGTT,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase,Cell wall biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIDK3,ATP:dUMP Phosphotransferase,Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK1,Uridine Kinase (ATP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK10,cytidine kinase (dCTP:Cytidine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK11,cytidine kinase (dUTP:Cytidine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK12,cytidine kinase (dATP:Cytidine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK13,cytidine kinase (dGTP:Cytidine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK14,cytidine kinase (dTTP:Cytidine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK2,uridine kinase (GTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK3,Urik3,Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK4,uridine kinase (UTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK5,uridine kinase (dCTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK6,uridine kinase (dUTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK7,uridine kinase (dATP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK8,uridine kinase (dGTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIK9,uridine kinase (dTTP:Uridine),Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,URIt2r,Uridine Transport in via Proton Symport Reversible,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,USHD,UDP-sugar hydrolase,Lipopolysaccharide biosynthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,UTPATPT,Uridine triphosphate:AMP phosphotransferase,Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,VALO,Valine oxidation by gut bacteria,"Valine, leucine, and isoleucine metabolism"
Bacteroides_dorei_DSM_17855_AGORA1_03,VALTA,Valine Transaminase,"Valine, leucine, and isoleucine metabolism"
Bacteroides_dorei_DSM_17855_AGORA1_03,VALt2r,L-valine reversible transport via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,XANt2,xanthine transport in via proton symport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,XPPT,xanthine phosphoribosyltransferase,Purine catabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,XYLI1,xylose isomerase,Pentose and glucuronate interconversions
Bacteroides_dorei_DSM_17855_AGORA1_03,XYLI2,xylose isomerase,Fructose and mannose metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,XYLK,Xylulokinase,Pentose phosphate pathway
Bacteroides_dorei_DSM_17855_AGORA1_03,XYLabc,D-xylose transport via ABC system,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,XYLt,D-Xylose Reversible Transport,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,YUMPS,yUMP synthetase,Pyrimidine synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,ZNabc,zinc transport via ABC system,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,dreplication,DNA replication c0,Exchange/demand reaction
Bacteroides_dorei_DSM_17855_AGORA1_03,pbiosynthesis,Protein biosynthesis c0,Exchange/demand reaction
Bacteroides_dorei_DSM_17855_AGORA1_03,r0060,L-Serine Ammonia-Lyase Ec:4.3.1.17,Methionine and cysteine metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0082,Oxalosuccinate:NADP+ Oxidoreductase (Decarboxylating) Ec:1.1.1.42,Unassigned
Bacteroides_dorei_DSM_17855_AGORA1_03,r0120,"GTP 7, 8-8, 9-Dihydrolase",Folate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0127,L-Asparagine Amidohydrolase / Cyanoamino Acid Metabolism / Nitrogen Metabolism Ec:3.5.1.1 Ec:3.5.1.38,Alanine and aspartate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0339,ATP:(R)-Glycerate 3-Phosphotransferase Ec:2.7.1.31,Unassigned
Bacteroides_dorei_DSM_17855_AGORA1_03,r0345,ATP:AMP Phosphotransferase Ec:2.7.4.11,Nucleotide interconversion
Bacteroides_dorei_DSM_17855_AGORA1_03,r0422,Isocitrate:NADP+ Oxidoreductase (Decarboxylating) Ec:1.1.1.42,Unassigned
Bacteroides_dorei_DSM_17855_AGORA1_03,r0671,(R)-4-Phosphopantothenate:L-Cysteine Ligase Ec:6.3.2.5,CoA synthesis
Bacteroides_dorei_DSM_17855_AGORA1_03,r0708,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate 7, 8-8, 9-Dihydrolase",Folate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0775,"Formamidopyrimidine Nucleoside Triphosphate 7, 8-8, 9-Dihydrolase",Folate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0777,"GTP 7, 8-8, 9-Dihydrolase",Folate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r0792,5-Methyltetrahydrofolate:NAD+ Oxidoreductase / Ec:1.5.1.20,Folate metabolism
Bacteroides_dorei_DSM_17855_AGORA1_03,r1144,Major Facilitator (Mfs) Tcdb:2.A.18.6.3,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,r2137,Major Facilitator(MFS) TCDB:2.A.1.14.6,"Transport, extracellular"
Bacteroides_dorei_DSM_17855_AGORA1_03,rtranscription,RNA transcription c0,Exchange/demand reaction
Bacteroides_dorei_DSM_17855_AGORA1_03,sink_dmbzid,"Sink for 5,6-Dimenthylbenzimidazole",Exchange/demand reaction
Bacteroides_dorei_DSM_17855_AGORA1_03,sink_s,sink_reaction_sulfur[c],Exchange/demand reaction
Bacteroides_dorei_DSM_17855_AGORA1_03,biomass536,biomass536,Unassigned
Alistipes_onderdonkii_DSM_19147_AGORA1_03,23DHMPO,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase","Valine, leucine, and isoleucine metabolism"
Alistipes_onderdonkii_DSM_19147_AGORA1_03,23PDE2,"2,3-Cyclic UMP 3-nucleotidohydrolase",Nucleotide interconversion
Alistipes_onderdonkii_DSM_19147_AGORA1_03,23PDE4,"2,3-Cyclic CMP 3-nucleotidohydrolase",Nucleotide interconversion
