id,reaction_id,reaction_name,pathway
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CPC8MM,precorrin-8X methylmutase,Vitamin B12 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CPPPGO,Coproporphyrinogen Oxidase (O2 Required),Heme synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,Vitamin B12 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CSND,Cytosine Deaminase,Pyrimidine catabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CSNt2,cytosine transport in via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CTPS1,CTP Synthase (NH3),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CTPS2,CTP Synthase (Glutamine),Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYOmq,"Cytochrome oxidase, proton pump (Menaquinol)",Oxidative phosphorylation
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYRDAAT,"cob(I)yrinic acid a,c-diamide adenosyltransferase",Vitamin B12 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYRDAR,"cob(II)yrinic acid a,c-diamide reductase",Vitamin B12 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYRDAS,"Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)",Vitamin B12 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSDS,Cysteine Desulfhydrase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSR,Cysteine racemase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSS,cysteine synthase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSS3r,cysteine synthase (Thiosulfate),Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSTGL,Cystathionine G-Lyase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSTL,cystathionine b-lyase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSTS,Cystathionine Beta-Synthase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYSt2r,L-cysteine reversible transport via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTBD,cytochrome oxidase bd (ubiquinol-8: 2 protons),Respiration
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTBD2,cytochrome oxidase bd (menaquinol-8: 2 protons),Respiration
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTD,Cytidine Deaminase,Pyrimidine catabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTDK1,ATPcytidine 5-Phosphotransferase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTDK2,cytidine kinase (GTP),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTDK3,ITPcytidine 5-phosphotransferase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTDK4,UTPcytidine 5-phosphotransferase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTDt2r,"Cytidine Transport in via Proton Symport, Reversible","Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTK1,Cytidylate Kinase (CMP),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,CYTK2,Cytidylate Kinase (dCMP),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Cuabc,Copper transport via ABC system,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Cut1,Copper export via ATPase,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,D5KGK,2-Deoxy-5-Keto-D-gluconate kinase,Inositol phosphate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAAD,D-Amino acid dehydrogenase,Alanine and aspartate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DACTt3,diacetyl transport out via proton antiport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DADA,Deoxyadenosine Deaminase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DADNt2r,deoxyadenosine transport in via proton symport reversible,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK120,diacylglycerol kinase (n-C12:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK140,diacylglycerol kinase (n-C14:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK141,diacylglycerol kinase (n-C14:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK160,diacylglycerol kinase (n-C16:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK161,diacylglycerol kinase (n-C16:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK180,diacylglycerol kinase (n-C18:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAGK181,diacylglycerol kinase (n-C18:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DALAt2r,D-Alanine Transport via Proton Symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAPAT,Cadaverine aminotranferase,Lysine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAPDC,diaminopimelate decarboxylase,Lysine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DAPE,diaminopimelate epimerase,Lysine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN120,CDP-diacylglycerol synthetase (n-C12:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN140,CDP-diacylglycerol synthetase (n-C14:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN141,CDP-diacylglycerol synthetase (n-C14:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN160,CDP-diacylglycerol synthetase (n-C16:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN161,CDP-diacylglycerol synthetase (n-C16:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN180,CDP-diacylglycerol synthetase (n-C18:0),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYN181,CDP-diacylglycerol synthetase (n-C18:1),Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNAI15,anteisopentadecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNAI17,anteisoheptadecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNI14,isotetradecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNI15,isopentadecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNI16,isohexadecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DASYNI17,isoheptadecanoyl-phosphatidate cytidylyltransferase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",Vitamin B2 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DBTS,dethiobiotin synthase,Biotin metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DCTPD,dCTP deaminase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DCTPD2,dCTP deaminase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DCYSDS,D-cysteine desulfhydrase,Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DCYTD,Deoxycytidine Deaminase,Pyrimidine catabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DCYTt2r,deoxycytidine transport in via proton symport reversible,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDCAt,Fatty acid (dodecanoate) transport via facilitated irreversible diffusion,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDGALK,2-dehydro-3-deoxygalactonokinase,Galactose metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDGLCNt2r,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible","Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDGLK,2-dehydro-3-deoxygluconokinase,Pentose and glucuronate interconversions
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,Phenylalanine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDPGA,2-dehydro-3-deoxy-phosphogluconate aldolase,Arginine and proline metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,Galactose metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DGK1,Deoxyguanylate Kinase (dGMP:ATP),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DGSNt2,deoxyguanosine transport in via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHAD1,"dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)","Valine, leucine, and isoleucine metabolism"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","Valine, leucine, and isoleucine metabolism"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHAK,dihydroxyacetone kinase,Glycerophospholipid metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHAPT,Dihydroxyacetone phosphotransferase,Pyruvate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHBD,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",Biosynthesis of siderophore group nonribosomal peptides
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHBS,"2,3-dihydroxybenzoate adenylate synthase",Others
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",Phenylalanine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHCINNMt2r,"2,3-dihydroxicinnamic acid transport in via proton symport reversible","Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHDPRy,dihydrodipicolinate reductase (NADPH),Lysine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHDPS,dihydrodipicolinate synthase,Lysine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHEDAA,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",Tyrosine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHFOR2,dihydrofolate reductase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHFR,Dihydrofolate Reductase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHFS,dihydrofolate synthase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHNAOPT,"1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)",Ubiquinone and other terpenoid-quinone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",Ubiquinone and other terpenoid-quinone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHNPA,dihydroneopterin aldolase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHNPA2,dihydroneopterin aldolase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHORD2,dihydoorotic acid dehydrogenase (quinone8),Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHORD5,dihydroorotic acid (menaquinone-8),Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHORDfum,Fumarate dependent DHORD,Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHORDi,(S)-Dihydroorotateoxygen oxidoreductase,Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHORTS,Dihydroorotase,Pyrimidine synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPDO,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",Tyrosine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPPDA,diaminohydroxyphosphoribosylaminopyrimidine deaminase,Vitamin B2 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPPPNt2r,"3-(2,3-Dihydroxyphenyl)propanoate transport in via proton symport reversible","Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPR,"6, 7-Dihydropteridine Reductase",Tetrahydrobiopterin metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPS,dihydropteroate synthase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHPS2,dihydropteroate synthase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHQS,3-dehydroquinate synthase,Phenylalanine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DHQTi,"3-dehydroquinate dehydratase, irreversible",Phenylalanine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DINSt2,deoxyinosine transport in via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DKDID,"D-2,3-Diketo 4-deoxy-epi-inositol dehydratase",Inositol phosphate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DKDID2,"D-2,3-Dikety 4-deoxy-epi-inisitol dehydratase",Inositol phosphate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DKGLCNR1,"2,5-diketo-D-gluconate reductase",Ascorbate and aldarate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DKMPPD2,Acireductone Dixoygenase 1 (Homo Sapiens),Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DKMPPD3,Acireductone Synthase (Homo Sapiens),Methionine and cysteine metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMATT,Dimethylallyltranstransferase,Cholesterol metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),Terpenoid backbone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMPPS2r,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NADP), reversible",Terpenoid backbone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMSOR1,Dimethyl sulfoxide reductase (Menaquinol 8),Respiration
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),Respiration
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMSORdmq,Dimethyl sulfoxide reductase (2-demethylmenaquinone),Sulfur metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DMSORmq,Dimethyl sulfoxide reductase (Menaquinol),Sulfur metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_2HYMEPH,Sink needed to allow 2-(Hydroxymethyl)phenol to leave system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_4HBA,Sink needed to allow 4-hydroxy-benzoate to leave system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_5DRIB,Sink needed to allow 5-deoxyribose to leave system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_5MTR,Sink needed to allow 5-Methylthio-D-ribose to leave system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_AMOB,Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave the system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_HQN,Sink needed to allow Hydroquinone to leave system,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_atp_c_,"Demand for ATP, Cytosolic",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_btn,Demand for biotin,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_clpn140(c),"demand reaction for cardiolipin (tetratetradecanoyl, n-C14:0)",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_clpn160(c),"demand reaction for cardiolipin (tetrahexadecanoyl, n-C16:0)",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_clpn180(c),"demand reaction for cardiolipin (tetraoctadecanoyl, n-C18:0)",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_clpni16(c),"demand reaction for cardiolipin (14-methyl-pentadecanoyl, iso-C16)",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_dad_5,Demand for 5-deoxyadenosine,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_dhptd(c),"Demand reaction for 4,5-dihydroxy-2,3-pentanedione",Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DM_kdo2lipid4L(c),demand reaction for KDO(2)-lipid IV(A) with laurate,Exchange/demand reaction
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,Folate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DPCOAK,Dephospho Coenzyme A Kinase,CoA synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DPRr,2 dehydropantoate 2 reductase,CoA synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DRBK,Deoxyribokinase,Pentose phosphate pathway
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DRIBabc,Deoxyribose transport via ABC system,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DRPAr,2-Deoxy-D-ribose-5-phosphate acetaldehyde-lyase,Pentose phosphate pathway
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DSERt2r,d_Serine transport via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DTMPK,DTMP Kinase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DURIK1,Deoxyuridine Kinase (ATP:Deoxyuridine),Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DURIPP,Deoxyuridine Phosphorylase,Nucleotide interconversion
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DURIt2,deoxyuridine transport in via proton symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DUTPDP,DUTP Diphosphatase,Pyrimidine catabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DXPRIr,"1-deoxy-D-xylulose reductoisomerase, reversible",Terpenoid backbone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,Terpenoid backbone biosynthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,D_LACD,D-Lactate dehydrogenase irreversible,Pyruvate metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,D_LACt2,D-Lactate Transport via Proton Symport,"Transport, extracellular"
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,E4PD,Erythrose 4-phosphate dehydrogenase,Vitamin B6 metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EACPR1,Enoyl-ACP-reductase (FabI),Biotin metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EACPR2,Enoyl-ACP-reductase (FabI),Biotin metabolism
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR100x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR10M11x,10-methyl-trans-undec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR10M12x,10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR11M12x,11-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR120x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR12M13x,12-methyl-trans-tridec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR12M14x,12-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR13M14x,13-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR140x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR14M15x,14-methyl-trans-pentadec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR14M16x,14-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR15M16x,15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR160x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR180x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR40x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR4M5x,4-methyl-trans-pent-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR4M6x,4-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR5M6x,5-methyl-trans-hex-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR60x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR6M7x,6-methyl-trans-hept-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR6M8x,6-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR7M8x,7-methyl-trans-oct-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR80x,enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR8M10x,8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR8M9x,8-methyl-trans-non-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,EAR9M10x,9-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid synthesis
Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,ECOAH1,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),Fatty acid synthesis
