scenario,diet,exchange_id,flux,uptake_flux,secretion_flux,abs_flux
allcohort_agebin_81_90,high_fiber,EX_12dgr180(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_26dap_M(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_2obut(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_3mop(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ac(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_acgam(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_acmana(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_acnam(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_adn(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ala_D(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ala_L(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_cgly(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_chol(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_chor(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_cit(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_cys_L(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_dad_2(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_dcyt(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_dgsn(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_fum(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_gam(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_glyc3p(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_gthox(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_gua(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_h(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_h2s(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_hxan(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_metsox_S_L(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ncam(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_nmn(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_no2(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_no3(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_orn(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_pi(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ptrc(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_pydx(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ribflv(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_sel(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_ser_L(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_tyr_L(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_uri(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_xan(e),-1.0,1.0,0.0,1.0
allcohort_agebin_81_90,high_fiber,EX_amp(e),-0.9104234843972067,0.9104234843972067,0.0,0.9104234843972067
allcohort_agebin_81_90,high_fiber,EX_glyc(e),-0.89982743,0.89982743,0.0,0.89982743
allcohort_agebin_81_90,high_fiber,EX_2dmmq8(e),-0.694096680536011,0.694096680536011,0.0,0.694096680536011
allcohort_agebin_81_90,high_fiber,EX_gly(e),-0.45,0.45,0.0,0.45
allcohort_agebin_81_90,high_fiber,EX_asn_L(e),-0.225,0.225,0.0,0.225
allcohort_agebin_81_90,high_fiber,EX_asp_L(e),-0.225,0.225,0.0,0.225
allcohort_agebin_81_90,high_fiber,EX_thr_L(e),-0.225,0.225,0.0,0.225
allcohort_agebin_81_90,high_fiber,EX_gln_L(e),-0.18,0.18,0.0,0.18
allcohort_agebin_81_90,high_fiber,EX_glu_L(e),-0.18,0.18,0.0,0.18
allcohort_agebin_81_90,high_fiber,EX_met_L(e),-0.18,0.18,0.0,0.18
allcohort_agebin_81_90,high_fiber,EX_pro_L(e),-0.18,0.18,0.0,0.18
allcohort_agebin_81_90,high_fiber,EX_val_L(e),-0.18,0.18,0.0,0.18
