scenario,diet,exchange_id,flux,uptake_flux,secretion_flux,abs_flux,flux_equal,delta_flux_vs_equal,abs_delta_flux_vs_equal,log2_fc_abs_flux_vs_equal
allcohort_agebin_71_80,high_fiber,EX_ade(e),-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,29.897352855428956
allcohort_agebin_71_80,high_fiber,EX_hxan(e),-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,29.897352855428956
allcohort_agebin_71_80,high_fiber,EX_csn(e),0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-29.897352855428956
allcohort_agebin_71_80,high_fiber,EX_h2(e),0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-29.897352855428956
allcohort_agebin_71_80,high_fiber,EX_no2(e),0.0,0.0,0.0,0.0,-1.0,1.0,1.0,-29.897352855428956
allcohort_agebin_71_80,high_fiber,EX_so4(e),-1.0,1.0,0.0,1.0,-0.0152038279860845,-0.9847961720139154,0.9847961720139154,6.039421488365794
allcohort_agebin_71_80,high_fiber,EX_3mop(e),-1.0,1.0,0.0,1.0,-0.0176396189900659,-0.9823603810099341,0.9823603810099341,5.825036709933818
allcohort_agebin_71_80,high_fiber,EX_h2s(e),-0.2738659386235684,0.2738659386235684,0.0,0.2738659386235684,-1.0,0.7261340613764315,0.7261340613764315,-1.868458245371486
allcohort_agebin_71_80,high_fiber,EX_ddca(e),0.0,0.0,0.0,0.0,-0.5200512056573592,0.5200512056573592,0.5200512056573592,-28.954078443801563
allcohort_agebin_71_80,high_fiber,EX_phe_L(e),-0.4627059104512925,0.4627059104512925,0.0,0.4627059104512925,0.0,-0.4627059104512925,0.4627059104512925,28.785520289744024
allcohort_agebin_71_80,high_fiber,EX_amp(e),-0.910423484396798,0.910423484396798,0.0,0.910423484396798,-0.5889300324842888,-0.3214934519125092,0.3214934519125092,0.6284415259863709
allcohort_agebin_71_80,high_fiber,EX_ocdca(e),0.0,0.0,0.0,0.0,-0.0846413,0.0846413,0.0846413,-26.334858467133976
allcohort_agebin_71_80,high_fiber,EX_2dmmq8(e),-0.6940966805360027,0.6940966805360027,0.0,0.6940966805360027,-0.6540548949244914,-0.04004178561151128,0.04004178561151128,0.08572490285481742
allcohort_agebin_71_80,high_fiber,EX_pnto_R(e),-0.0400249837957262,0.0400249837957262,0.0,0.0400249837957262,0.0,-0.0400249837957262,0.0400249837957262,25.254397518917227
allcohort_agebin_71_80,high_fiber,EX_ttdca(e),0.0,0.0,0.0,0.0,-0.03433784,0.03433784,0.03433784,-25.03329599660597
allcohort_agebin_71_80,high_fiber,EX_fol(e),-0.0174582004612229,0.0174582004612229,0.0,0.0174582004612229,-0.0456114839582538,0.028153283497030897,0.028153283497030897,-1.3854921997086653
allcohort_agebin_71_80,high_fiber,EX_thymd(e),-0.0301030479069081,0.0301030479069081,0.0,0.0301030479069081,-0.0522928374267317,0.0221897895198236,0.0221897895198236,-0.7967037671104483
allcohort_agebin_71_80,high_fiber,EX_indole(e),-0.0994708430450712,0.0994708430450712,0.0,0.0994708430450712,-0.1183982449553224,0.018927401910251204,0.018927401910251204,-0.251302084329538
allcohort_agebin_71_80,high_fiber,EX_pheme(e),0.0,0.0,0.0,0.0,-0.0114394045278611,0.0114394045278611,0.0114394045278611,-23.447508745673037
allcohort_agebin_71_80,high_fiber,EX_pydxn(e),0.0,0.0,0.0,0.0,-0.0114394045278611,0.0114394045278611,0.0114394045278611,-23.447508745673037
allcohort_agebin_71_80,high_fiber,EX_q8(e),0.0,0.0,0.0,0.0,-0.0114394045278611,0.0114394045278611,0.0114394045278611,-23.447508745673037
allcohort_agebin_71_80,high_fiber,EX_sheme(e),0.0,0.0,0.0,0.0,-0.0114394045278611,0.0114394045278611,0.0114394045278611,-23.447508745673037
allcohort_agebin_71_80,high_fiber,EX_fe2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860845,-0.0106280640655204,0.0106280640655204,0.7647186702244168
allcohort_agebin_71_80,high_fiber,EX_cobalt2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860845,-0.0106280640655204,0.0106280640655204,0.7647186702244168
allcohort_agebin_71_80,high_fiber,EX_fe3(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_ca2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_cu2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_k(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_mn2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_zn2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_cl(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_mg2(e),-0.0258318920516049,0.0258318920516049,0.0,0.0258318920516049,-0.0152038279860846,-0.010628064065520299,0.010628064065520299,0.7647186702244073
allcohort_agebin_71_80,high_fiber,EX_spmd(e),-0.0058194001537409,0.0058194001537409,0.0,0.0058194001537409,-0.0152038279860845,0.009384427832343601,0.009384427832343601,-1.3854920976946574
allcohort_agebin_71_80,high_fiber,EX_thm(e),-0.0058194001537409,0.0058194001537409,0.0,0.0058194001537409,-0.0152038279860845,0.009384427832343601,0.009384427832343601,-1.3854920976946574
allcohort_agebin_71_80,high_fiber,EX_na1(e),0.0,0.0,0.0,0.0,-2.0577060653292696e-14,2.0577060653292696e-14,2.0577060653292696e-14,-2.9686117935024075e-05
allcohort_agebin_71_80,high_fiber,EX_mqn7(e),0.0,0.0,0.0,0.0,-1.84307615766178e-17,1.84307615766178e-17,1.84307615766178e-17,-2.658996810097149e-08
allcohort_agebin_71_80,high_fiber,EX_pydam(e),0.0,0.0,0.0,0.0,9.337054430645496e-32,-9.337054430645496e-32,9.337054430645496e-32,0.0
allcohort_agebin_71_80,high_fiber,EX_h2o(e),-10.0,10.0,0.0,10.0,-10.0,0.0,0.0,0.0
allcohort_agebin_71_80,high_fiber,EX_12dgr180(e),-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
allcohort_agebin_71_80,high_fiber,EX_26dap_M(e),-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
allcohort_agebin_71_80,high_fiber,EX_2obut(e),-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
allcohort_agebin_71_80,high_fiber,EX_ac(e),-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
allcohort_agebin_71_80,high_fiber,EX_acgam(e),-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
