sample_id,id,abundance,file,table2_taxon,profile_taxon,model_file,model_species_id
41_60,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03
41_60,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.03441351691946619,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides merdae,s__Parabacteroides_merdae,Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides_merdae_ATCC_43184_AGORA1_03
41_60,Bacteroides_dorei_DSM_17855_AGORA1_03,0.04827930836270249,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides dorei,s__Bacteroides_dorei,Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides_dorei_DSM_17855_AGORA1_03
41_60,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes onderdonkii,s__Alistipes_onderdonkii,Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes_onderdonkii_DSM_19147_AGORA1_03
41_60,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.1470087604426173,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia coli,s__Escherichia_coli,Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia_coli_UTI89_UPEC_AGORA1_03
41_60,Bilophila_wadsworthia_3_1_6_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila unclassified,s__Bilophila_wadsworthia,Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila_wadsworthia_3_1_6_AGORA1_03
41_60,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.14672629153805314,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus torques,s__Ruminococcus_torques,Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus_torques_ATCC_27756_AGORA1_03
41_60,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.6235721227371609,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Faecalibacterium_prausnitzii_M21_2._AGORA1.03.xml,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Models/vmh_agora_sbml/Faecalibacterium_prausnitzii_M21_2._AGORA1.03.xml,Faecalibacterium_prausnitzii_M21_2__AGORA1_03
61_70,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bacteroides_xylanisolvens_XB1A_AGORA1.03.xml,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Models/vmh_agora_sbml/Bacteroides_xylanisolvens_XB1A_AGORA1.03.xml,Bacteroides_xylanisolvens_XB1A_AGORA1_03
61_70,Alistipes_shahii_WAL_8301_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Alistipes_shahii_WAL_8301_AGORA1.03.xml,Alistipes shahii,s__Alistipes_shahii,Models/vmh_agora_sbml/Alistipes_shahii_WAL_8301_AGORA1.03.xml,Alistipes_shahii_WAL_8301_AGORA1_03
61_70,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03
61_70,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.01765391875924503,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides merdae,s__Parabacteroides_merdae,Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides_merdae_ATCC_43184_AGORA1_03
61_70,Bacteroides_dorei_DSM_17855_AGORA1_03,0.033241939833544676,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides dorei,s__Bacteroides_dorei,Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides_dorei_DSM_17855_AGORA1_03
61_70,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes onderdonkii,s__Alistipes_onderdonkii,Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes_onderdonkii_DSM_19147_AGORA1_03
61_70,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0504197179075042,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia coli,s__Escherichia_coli,Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia_coli_UTI89_UPEC_AGORA1_03
61_70,Bilophila_wadsworthia_3_1_6_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila unclassified,s__Bilophila_wadsworthia,Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila_wadsworthia_3_1_6_AGORA1_03
61_70,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.09373460390028966,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus torques,s__Ruminococcus_torques,Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus_torques_ATCC_27756_AGORA1_03
61_70,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.8049498195994165,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Faecalibacterium_prausnitzii_M21_2._AGORA1.03.xml,Faecalibacterium prausnitzii,s__Faecalibacterium_prausnitzii,Models/vmh_agora_sbml/Faecalibacterium_prausnitzii_M21_2._AGORA1.03.xml,Faecalibacterium_prausnitzii_M21_2__AGORA1_03
71_80,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0068372238458228336,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bacteroides_xylanisolvens_XB1A_AGORA1.03.xml,Bacteroides xylanisolvens,s__Bacteroides_xylanisolvens,Models/vmh_agora_sbml/Bacteroides_xylanisolvens_XB1A_AGORA1.03.xml,Bacteroides_xylanisolvens_XB1A_AGORA1_03
71_80,Alistipes_shahii_WAL_8301_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Alistipes_shahii_WAL_8301_AGORA1.03.xml,Alistipes shahii,s__Alistipes_shahii,Models/vmh_agora_sbml/Alistipes_shahii_WAL_8301_AGORA1.03.xml,Alistipes_shahii_WAL_8301_AGORA1_03
71_80,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.013442763334051392,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella pneumoniae,s__Klebsiella_pneumoniae,Models/vmh_agora_sbml/Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1.03.xml,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03
71_80,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides merdae,s__Parabacteroides_merdae,Models/vmh_agora_sbml/Parabacteroides_merdae_ATCC_43184_AGORA1.03.xml,Parabacteroides_merdae_ATCC_43184_AGORA1_03
71_80,Bacteroides_dorei_DSM_17855_AGORA1_03,0.11231063992633294,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides dorei,s__Bacteroides_dorei,Models/vmh_agora_sbml/Bacteroides_dorei_DSM_17855_AGORA1.03.xml,Bacteroides_dorei_DSM_17855_AGORA1_03
71_80,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.13809566644752094,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes onderdonkii,s__Alistipes_onderdonkii,Models/vmh_agora_sbml/Alistipes_onderdonkii_DSM_19147_AGORA1.03.xml,Alistipes_onderdonkii_DSM_19147_AGORA1_03
71_80,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.4488024582035857,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia coli,s__Escherichia_coli,Models/vmh_agora_sbml/Escherichia_coli_UTI89_UPEC_AGORA1.03.xml,Escherichia_coli_UTI89_UPEC_AGORA1_03
71_80,Bilophila_wadsworthia_3_1_6_AGORA1_03,0.0,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila unclassified,s__Bilophila_wadsworthia,Models/vmh_agora_sbml/Bilophila_wadsworthia_3_1_6_AGORA1.03.xml,Bilophila_wadsworthia_3_1_6_AGORA1_03
71_80,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.04343014938366205,/Users/taknev/Desktop/Project_Host_Microbiome_Interactions_Modelling/Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus torques,s__Ruminococcus_torques,Models/vmh_agora_sbml/Ruminococcus_torques_ATCC_27756_AGORA1.03.xml,Ruminococcus_torques_ATCC_27756_AGORA1_03
