diet,exchange_id,uptake_bound,flux,uptake_flux,secretion_flux,abs_flux,metabolite_id,metabolite_formula,carbon_count,carbon_uptake_flux,at_uptake_bound
western,EX_sucr(e),0.07449289,-0.07449289,0.07449289,0.0,0.07449289,u__sucr_e_,C12H22O11,12,0.8939146800000001,True
western,EX_tre(e),0.07449289,-0.07449289,0.07449289,0.0,0.07449289,u__tre_e_,C12H22O11,12,0.8939146800000001,True
western,EX_ttdca(e),0.06867567,-0.06867567,0.06867567,0.0,0.06867567,u__ttdca_e_,C14H27O2,14,0.96145938,True
western,EX_3mop(e),1.0,-0.06289338265981947,0.06289338265981947,0.0,0.06289338265981947,u__3mop_e_,C6H9O3,6,0.37736029595891685,False
western,EX_thymd(e),1.0,-0.05229283742671763,0.05229283742671763,0.0,0.05229283742671763,u__thymd_e_,C10H14N2O5,10,0.5229283742671763,False
western,EX_fol(e),1.0,-0.04866006514491654,0.04866006514491654,0.0,0.04866006514491654,u__fol_e_,C19H18N7O6,19,0.9245412377534142,False
western,EX_nac(e),1.0,-0.03244004342994495,0.03244004342994495,0.0,0.03244004342994495,u__nac_e_,C6H4NO2,6,0.1946402605796697,False
western,EX_no2(e),1.0,-0.018783063273715775,0.018783063273715775,0.0,0.018783063273715775,u__no2_e_,NO2,0,0.0,False
western,EX_ca2(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__ca2_e_,Ca,0,0.0,False
western,EX_cl(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__cl_e_,Cl,0,0.0,False
western,EX_cobalt2(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__cobalt2_e_,Co,0,0.0,False
western,EX_cu2(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__cu2_e_,Cu,0,0.0,False
western,EX_fe2(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__fe2_e_,Fe,0,0.0,False
western,EX_fe3(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__fe3_e_,Fe,0,0.0,False
western,EX_k(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__k_e_,K,0,0.0,False
western,EX_mn2(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__mn2_e_,Mn,0,0.0,False
western,EX_so4(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__so4_e_,O4S,0,0.0,False
western,EX_spmd(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__spmd_e_,C7H22N3,7,0.113540152004805,False
western,EX_thm(e),1.0,-0.01622002171497214,0.01622002171497214,0.0,0.01622002171497214,u__thm_e_,C12H17N4OS,12,0.1946402605796657,False
western,EX_mg2(e),1.0,-0.016220021714972138,0.016220021714972138,0.0,0.016220021714972138,u__mg2_e_,Mg,0,0.0,False
western,EX_zn2(e),1.0,-0.016220021714972138,0.016220021714972138,0.0,0.016220021714972138,u__zn2_e_,Zn,0,0.0,False
western,EX_pydxn(e),1.0,-0.011439404527858075,0.011439404527858075,0.0,0.011439404527858075,u__pydxn_e_,C8H11NO3,8,0.0915152362228646,False
western,EX_q8(e),1.0,-0.011439404527858075,0.011439404527858075,0.0,0.011439404527858075,u__q8_e_,C49H74O4,49,0.5605308218650457,False
western,EX_sheme(e),1.0,-0.011439404527858075,0.011439404527858075,0.0,0.011439404527858075,u__sheme_e_,C42H36FeN4O16,42,0.4804549901700392,False
western,EX_pheme(e),1.0,-0.011439404527858073,0.011439404527858073,0.0,0.011439404527858073,u__pheme_e_,C34H30FeN4O4,34,0.3889397539471745,False
western,EX_h2s(e),1.0,-0.004780617187114069,0.004780617187114069,0.0,0.004780617187114069,u__h2s_e_,H2S,0,0.0,False
western,EX_raffin(e),0.00470194,-0.00470194,0.00470194,0.0,0.00470194,u__raffin_e_,C18H32O16,18,0.08463492,True
western,EX_kestopt(e),0.00282117,-0.00282117,0.00282117,0.0,0.00282117,u__kestopt_e_,C30H52O26,30,0.0846351,True
western,EX_inulin(e),0.00047019,-0.00047019,0.00047019,0.0,0.00047019,u__inulin_e_,C180H302O151,180,0.08463419999999999,True
western,EX_lmn30(e),0.00047019,-0.00047019,0.00047019,0.0,0.00047019,u__lmn30_e_,C180H302O151,180,0.08463419999999999,True
western,EX_pect(e),3.339e-05,-3.339e-05,3.339e-05,0.0,3.339e-05,u__pect_e_,C2535H3509O2535,2535,0.08464364999999999,True
western,EX_xylan(e),3.206e-05,-3.206e-05,3.206e-05,0.0,3.206e-05,u__xylan_e_,C2640H4226O2113,2640,0.0846384,True
western,EX_arabinogal(e),2.191e-05,-2.191e-05,2.191e-05,0.0,2.191e-05,u__arabinogal_e_,C3862H6376O3218,3862,0.08461642,True
western,EX_pnto_R(e),1.0,-1.029706173189052e-15,1.029706173189052e-15,0.0,1.029706173189052e-15,u__pnto_R_e_,C9H16NO5,9,9.26735555870147e-15,False
western,EX_pydam(e),1.0,-4.646225333720887e-36,4.646225333720887e-36,0.0,4.646225333720887e-36,u__pydam_e_,C8H13N2O2,8,3.71698026697671e-35,False
western,EX_4hbz(e),1.0,1.9751974388953695e-20,0.0,1.9751974388953695e-20,1.9751974388953695e-20,u__4hbz_e_,C7H5O3,7,0.0,False
western,EX_ade(e),1.0,0.0,0.0,0.0,0.0,u__ade_e_,C5H5N5,5,0.0,False
western,EX_adocbl(e),1.0,0.0,0.0,0.0,0.0,u__adocbl_e_,C72H100CoN18O17P,72,0.0,False
western,EX_cbl1(e),1.0,0.0,0.0,0.0,0.0,u__cbl1_e_,C62H88CoN13O14P,62,0.0,False
western,EX_for(e),1.0,0.0,0.0,0.0,0.0,u__for_e_,CH1O2,1,0.0,False
western,EX_gthrd(e),1.0,0.0,0.0,0.0,0.0,u__gthrd_e_,C10H16N3O6S,10,0.0,False
western,EX_hdca(e),0.3963709,0.0,0.0,0.0,0.0,u__hdca_e_,C16H31O2,16,0.0,False
western,EX_hxan(e),1.0,0.0,0.0,0.0,0.0,u__hxan_e_,C5H4N4O,5,0.0,False
western,EX_meoh(e),10.0,0.0,0.0,0.0,0.0,u__meoh_e_,CH4O1,1,0.0,False
western,EX_mqn7(e),1.0,7.481041487930636e-20,0.0,7.481041487930636e-20,7.481041487930636e-20,u__mqn7_e_,C46H64O2,46,0.0,False
western,EX_mqn8(e),1.0,0.0,0.0,0.0,0.0,u__mqn8_e_,C51H72O2,51,0.0,False
western,EX_na1(e),1.0,0.0,0.0,0.0,0.0,u__na1_e_,Na,0,0.0,False
western,EX_ocdcea(e),0.68144465,0.0,0.0,0.0,0.0,u__ocdcea_e_,C18H33O2,18,0.0,False
western,EX_oxa(e),0.44695737,0.0,0.0,0.0,0.0,u__oxa_e_,C2O4,2,0.0,False
