age_group,diet,species,pathway,metabolite_id,metabolite_name,layer_from,layer_to,species_from,species_to,reaction_id,reaction_name,flux,abs_flux,role
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,environment,organism_exchange,,Escherichia_coli_UTI89_UPEC_AGORA1_03,EX_dad_2(e),exchange reaction for 2-deoxyadenosine,4.857908267968924,4.857908267968924,environment_exchange
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,environment,organism_exchange,,Alistipes_onderdonkii_DSM_19147_AGORA1_03,EX_dad_2(e),exchange reaction for 2-deoxyadenosine,2.7945596990146035,2.7945596990146035,environment_exchange
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,shared_metabolite,Bacteroides_xylanisolvens_XB1A_AGORA1_03,,EX_dad_2(e),exchange reaction for 2-deoxyadenosine,-100.0,100.0,organism_secretion
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,shared_metabolite,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,,EX_dad_2(e),exchange reaction for 2-deoxyadenosine,-100.0,100.0,organism_secretion
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,organism_exchange,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,,Cross-feeding candidate via 2-deoxyadenosine,4.857908267968924,4.857908267968924,crossfeeding_candidate
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,organism_exchange,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,,Cross-feeding candidate via 2-deoxyadenosine,4.857908267968924,4.857908267968924,crossfeeding_candidate
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,shared_metabolite,organism_exchange,,Escherichia_coli_UTI89_UPEC_AGORA1_03,EX_dad_2(e),exchange reaction for 2-deoxyadenosine,4.857908267968924,4.857908267968924,organism_uptake
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK1,Adenylate Kinase,-1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK5,Nucleoside-Diphosphate Kinase (ATP:dGDP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK5,adenylate kinase (CTP),-1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK8,Nucleoside-Diphosphate Kinase (ATP:dADP),-1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK7,Nucleoside-Diphosphate Kinase (ATP:dCDP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,UTPATPT,Uridine triphosphate:AMP phosphotransferase,-1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK4,Nucleoside-Diphosphate Kinase (ATP:dTDP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK1,Nucleoside-Diphosphate Kinase (ATP:GDP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,GK1,Guanylate Kinase (GMP:ATP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK9,adenylate kinase (dGTP),1000.0,1000.0,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK10,adenylate kinase (dTTP),999.9772173435967,999.9772173435967,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,NDPK2,Nucleoside-Diphosphate Kinase (ATP:UDP),-999.7279540977536,999.7279540977536,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK8,adenylate kinase (dCTP),999.7051714413504,999.7051714413504,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,GK2,guanylate kinase (GMPdATP),-999.5413876672744,999.5413876672744,internal_processing
71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,dad_2(e),2-deoxyadenosine,organism_exchange,species_internal,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,ADK3,Adentylate Kinase (GTP),999.1129759788838,999.1129759788838,internal_processing
