age_group,diet,consumer_species,producer_species,shared_metabolite_id,shared_metabolite_name,consumer_uptake_flux,producer_secretion_flux,candidate_score,medium_available_flag,linked_pathway,anchor_rank,likely_origin
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,adn(e),Adenosine,15.174725838299477,100.0,15.174725838299477,True,Nucleotide interconversion,1,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,dcyt(e),Deoxycytidine,0.1295358456432634,2.4739794052635693,0.1295358456432634,True,Nucleotide interconversion,2,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,,h2(e),Hydrogen,688.092102321403,0.0,0.0,True,Nucleotide interconversion,3,direct_from_medium
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,acald(e),acetaldehyde,460.53897258662954,100.0,100.0,False,Nucleotide interconversion,4,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,acald(e),acetaldehyde,460.53897258662954,38.34278533820523,38.34278533820523,False,Nucleotide interconversion,4,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,fum(e),Fumarate,136.32071739070682,9.781047121305232,9.781047121305232,True,Nucleotide interconversion,5,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,gly(e),Glycine,120.97811575674186,79.45684324722342,79.45684324722342,True,Nucleotide interconversion,6,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,gly(e),Glycine,120.97811575674186,6.3848437659691,6.3848437659691,True,Nucleotide interconversion,6,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,gly(e),Glycine,120.97811575674186,0.0797888504914227,0.0797888504914227,True,Nucleotide interconversion,6,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,lac_L(e),(S)-lactate,115.0029919690611,100.0,100.0,False,Nucleotide interconversion,7,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,lac_L(e),(S)-lactate,115.0029919690611,26.396062150927023,26.396062150927023,False,Nucleotide interconversion,7,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,arg_L(e),L-argininium(1+),52.76136020591213,58.09040196998301,52.76136020591213,True,Nucleotide interconversion,8,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,arg_L(e),L-argininium(1+),52.76136020591213,49.800571918079385,49.800571918079385,True,Nucleotide interconversion,8,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,h2s(e),Hydrogen sulfide,38.01818853908114,0.0107157967375093,0.0107157967375093,True,Nucleotide interconversion,9,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,h2s(e),Hydrogen sulfide,38.01818853908114,0.0070156232167791,0.0070156232167791,True,Nucleotide interconversion,9,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,glyclt(e),glycolate,35.013918149306996,100.0,35.013918149306996,False,Nucleotide interconversion,10,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,ins(e),Inosine,25.827039160810223,73.76220807588024,25.827039160810223,False,Nucleotide interconversion,11,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,,selni(e),selenite,19.833510410242997,0.0,0.0,False,Nucleotide interconversion,12,internal_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,,tmao(e),Trimethylamine N-oxide,19.833510410242997,0.0,0.0,False,Nucleotide interconversion,13,internal_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,nac(e),Nicotinate,19.83152903818247,0.0214315934751994,0.0214315934751994,True,Nucleotide interconversion,14,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,nac(e),Nicotinate,19.83152903818247,0.0012868521678196,0.0012868521678196,True,Nucleotide interconversion,14,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,phe_L(e),L-phenylalanine,17.343685006547208,0.2377944037157285,0.2377944037157285,True,Nucleotide interconversion,15,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,phe_L(e),L-phenylalanine,17.343685006547208,0.0414532616498202,0.0414532616498202,True,Nucleotide interconversion,15,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,val_L(e),L-valine,10.191655200116656,0.8486988094031127,0.8486988094031127,True,Nucleotide interconversion,16,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,val_L(e),L-valine,10.191655200116656,0.0980815944734283,0.0980815944734283,True,Nucleotide interconversion,16,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,val_L(e),L-valine,10.191655200116656,0.0351990830823905,0.0351990830823905,True,Nucleotide interconversion,16,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,val_L(e),L-valine,10.191655200116656,0.0190723358277298,0.0190723358277298,True,Nucleotide interconversion,16,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,12ppd_S(e),"(S)-propane-1,2-diol",2.954911216943281,4.481862091864383,2.954911216943281,False,Nucleotide interconversion,17,crossfed_only
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,gal(e),D-Galactose,1.4774555093040709,7.086620130461339,1.4774555093040709,True,Nucleotide interconversion,18,mixed_medium_plus_crossfeeding
61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,,indole(e),Indole,0.441514003056547,0.0,0.0,True,Nucleotide interconversion,19,direct_from_medium
