step,age_group,diet,species,pathway,reaction_id,reaction_name,flux,equation_in_flux_direction,incoming_from,shared_metabolites_from_previous
1,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK1,Adenylate Kinase,-1000.0,2 adp[c] -> amp[c] + atp[c],,
2,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK11,adenylate kinase (dUTP),1000.0,amp[c] + dutp[c] -> adp[c] + dudp[c],,
3,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK7,adenylate kinase (dATP),1000.0,amp[c] + datp[c] -> adp[c] + dadp[c],,
4,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK8,adenylate kinase (dCTP),-1000.0,adp[c] + dcdp[c] -> amp[c] + dctp[c],,
5,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK9,adenylate kinase (dGTP),-1000.0,adp[c] + dgdp[c] -> amp[c] + dgtp[c],,
6,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK1,Nucleoside-Diphosphate Kinase (ATP:GDP),1000.0,atp[c] + gdp[c] -> adp[c] + gtp[c],,
7,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK3,Nucleoside-Diphosphate Kinase (ATP:CDP),1000.0,atp[c] + cdp[c] -> adp[c] + ctp[c],,
8,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK6,Nucleoside-Diphosphate Kinase (ATP:dUDP),1000.0,atp[c] + dudp[c] -> adp[c] + dutp[c],,
9,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK7,Nucleoside-Diphosphate Kinase (ATP:dCDP),-1000.0,adp[c] + dctp[c] -> atp[c] + dcdp[c],,
10,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK8,Nucleoside-Diphosphate Kinase (ATP:dADP),1000.0,atp[c] + dadp[c] -> adp[c] + datp[c],,
11,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,UTPATPT,Uridine triphosphate:AMP phosphotransferase,-1000.0,adp[c] + udp[c] -> amp[c] + utp[c],,
12,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK5,Nucleoside-Diphosphate Kinase (ATP:dGDP),-999.9986888179712,adp[c] + dgtp[c] -> atp[c] + dgdp[c],,
13,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK3,Adentylate Kinase (GTP),999.9502613862956,amp[c] + gtp[c] -> adp[c] + gdp[c],,
14,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK2,Nucleoside-Diphosphate Kinase (ATP:UDP),-999.9370701829585,adp[c] + utp[c] -> atp[c] + udp[c],,
15,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK5,adenylate kinase (CTP),999.8847143396442,amp[c] + ctp[c] -> adp[c] + cdp[c],,
16,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,NDPK4,Nucleoside-Diphosphate Kinase (ATP:dTDP),30.21512122008983,atp[c] + dtdp[c] -> adp[c] + dttp[c],,
17,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADK10,adenylate kinase (dTTP),30.212938364873253,amp[c] + dttp[c] -> adp[c] + dtdp[c],,
18,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,PUNP1,Purine-Nucleoside Phosphorylase (Adenosine),-19.833510410242997,ade[c] + r1p[c] -> adn[c] + pi[c],,
19,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,GSNK,guanosine kinase,19.83351041024298,atp[c] + gsn[c] -> adp[c] + gmp[c] + h[c],,
20,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,GMPR,GMP Reductase,19.807116462221984,gmp[c] + 2 h[c] + nadph[c] -> imp[c] + nadp[c] + nh4[c],,
