step,age_group,diet,species,pathway,reaction_id,reaction_name,flux,equation_in_flux_direction,incoming_from,shared_metabolites_from_previous
21,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,CYTK1,Cytidylate Kinase (CMP),0.1152856603556869,atp[c] + cmp[c] -> adp[c] + cdp[c],,
22,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,UMPK,UMP Kinase,0.0417869370644311,atp[c] + ump[c] -> adp[c] + udp[c],,
23,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,GK1,Guanylate Kinase (GMP:ATP),0.0277051300498705,atp[c] + gmp[c] -> adp[c] + gdp[c],,
24,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,ADSS,Adenylosuccinate Synthase,0.0246558477122911,asp_L[c] + gtp[c] + imp[c] -> dcamp[c] + gdp[c] + 2 h[c] + pi[c],,
25,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,CTPS1,CTP Synthase (NH3),0.0158081873843229,atp[c] + nh4[c] + utp[c] -> adp[c] + ctp[c] + 2 h[c] + pi[c],,
26,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,DTMPK,DTMP Kinase,0.0013111820288759,atp[c] + dtmp[c] -> adp[c] + dtdp[c],,
27,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,GK2,guanylate kinase (GMPdATP),-0.0013111820288759,dadp[c] + gdp[c] -> datp[c] + gmp[c],,
28,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,RNDR1,Ribonucleoside-Diphosphate Reductase (ADP),0.0013111820288759,adp[c] + trdrd[c] -> dadp[c] + h2o[c] + trdox[c],,
29,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,TMDK1,Thymidine Kinase (ATP:Thymidine),0.0013111820288759,atp[c] + thymd[c] -> adp[c] + dtmp[c] + h[c],,
30,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,RNDR2,Ribonucleoside-Diphosphate Reductase (GDP),0.0013111820288713,gdp[c] + trdrd[c] -> dgdp[c] + h2o[c] + trdox[c],,
31,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,RNTR3,ribonucleoside-triphosphate reductase (CTP),0.0013111820288713,ctp[c] + trdrd[c] -> dctp[c] + h2o[c] + trdox[c],,
32,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Nucleotide interconversion,BPNT,"3, 5-Bisphosphate Nucleotidase",0.0008716731877333,h2o[c] + pap[c] -> amp[c] + pi[c],,
