diet,producer_species,shared_metabolite_id,shared_metabolite_name,consumer_species,uptake_flux,producer_flux,crossfeeding_support_score,metabolite_class,consumer_top_pathway,pathway_flux_share,biomass_association_score,evidence_type,confidence
western,Alistipes_shahii_WAL_8301_AGORA1_03,dcyt[e],Deoxycytidine,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,10.053192442245455,8.663821493566557,8.663821493566557,nucleoside,Nucleotide interconversion,0.0434103467619601,0.052276093512049,connector_flux + pathway_class_match,high
western,Escherichia_coli_UTI89_UPEC_AGORA1_03,glu_L[e],L-glutamate(1-),Faecalibacterium_prausnitzii_M21_2__AGORA1_03,2.384514034836946,15.565904378347684,2.384514034836946,amino_acid,Alanine and aspartate metabolism,0.0297477887156364,0.0358232149861102,connector_flux + pathway_class_match,medium
western,Alistipes_shahii_WAL_8301_AGORA1_03,ala_L[e],L-alanine,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.291599765580796,84.60205442219183,0.291599765580796,amino_acid,Alanine and aspartate metabolism,0.0297477887156364,0.0358232149861102,connector_flux + pathway_class_match,low
