uptake_scale,age_group,diet,id,growth_rate,grows_in_diet
scaled5x,20_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.17928306895668705,True
scaled5x,20_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.11100791705807886,True
scaled5x,40_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,5.611531817143501,True
scaled5x,40_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.4122467935769214,True
scaled5x,40_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,1.410401548757266,True
scaled5x,40_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.3918161841087958,True
scaled5x,40_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.37588406576653655,True
scaled5x,40_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,6.29139668518764,True
scaled5x,40_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.6062939988674523,True
scaled5x,40_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,1.596910564181985,True
scaled5x,40_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.44612521543127065,True
scaled5x,40_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.4289246219994984,True
scaled5x,60_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,7.278694349110149,True
scaled5x,60_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,6.415112000823667,True
scaled5x,60_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,2.892342453851892,True
scaled5x,60_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,2.0795101254541426,True
scaled5x,60_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,1.7909213763195777,True
scaled5x,60_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,1.486247525329787,True
scaled5x,60_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.6509953738763079,True
scaled5x,60_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.5800313398800847,True
scaled5x,60_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,7.8850794631943515,True
scaled5x,60_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,6.9495560844871385,True
scaled5x,60_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,3.133312346706036,True
scaled5x,60_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,2.2527772242587307,True
scaled5x,60_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,1.940127330284581,True
scaled5x,60_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,1.6100731214311468,True
scaled5x,60_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.7052423776133815,True
scaled5x,60_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.6283563609272604,True
